timestamp,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48
0.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
0.10982796605023991,51811.01089855536,52232.318895351185,51952.13641073483,52076.11475223226,51661.779322282244,52009.041041415,52039.078061243286,51895.530321840204,57791.612552602935,57904.02452585718,57829.28814751916,57862.34682827638,57751.7002568595,57844.569401942805,57852.47527753956,57814.20640071428,55680.48049046042,55681.12623258503,55680.69694103497,55680.88682468257,55680.25111409772,55680.784817095126,55680.8301286242,55680.61032401619,58232.79309815311,58232.794054622886,58232.793418770954,58232.79370000967,58232.79275833759,58232.79354900669,58232.79361603945,58232.79329049175,58001.71226753185,58001.71226754676,58001.71226753685,58001.71226754124,58001.71226752656,58001.71226753888,58001.71226753993,58001.71226753485,48.000660234656536,48.000660234656536,48.000660234656536,48.000660234656536,48.000660234656536,48.000660234656536,48.000660234656536,48.000660234656536
0.3333694215344858,41179.55830377558,42198.47618208742,41520.29676926521,41820.70051851936,40821.20962424808,41655.27293386957,41730.84300298979,41382.81150047589,55687.61578147046,56098.78623929383,55825.30673846423,55946.34060852766,55542.14975942647,55880.661801378395,55910.17557802674,55770.02279026787,51871.91800009539,51880.73014443673,51874.8708316047,51877.46382273413,51868.7939497016,51876.06211100568,51876.68931220412,51873.6868291792,58645.74588020913,58645.78063667189,58645.75752793548,58645.76775253466,58645.73354971084,58645.76223814916,58645.76469892187,58645.75286098967,58005.23694748197,58005.236949080594,58005.236948017744,58005.23694848796,58005.23694691461,58005.236948234684,58005.23694834754,58005.23694780316,48.00200392166003,48.00200392166003,48.00200392166003,48.00200392166003,48.00200392166003,48.00200392166003,48.00200392166003,48.00200392166003
0.6127378333598781,30905.947117320018,32315.80816420412,31376.4416387754,31793.090556504776,30414.499399440487,31558.687999552963,31668.257286856722,31185.203471639623,51057.495078905966,51869.250852299636,51328.9938629754,51568.28393906085,50771.83100955369,51436.70830266685,51496.71417656508,51219.50137263675,48294.97082262166,48332.90173687557,48307.67821187823,48318.851471630405,48281.55705668116,48312.75292272636,48315.51243047325,48302.56733666002,59073.58386933054,59073.83555262012,59073.66819618687,59073.74229420247,59073.49475321869,59073.70204491932,59073.7201561306,59073.63433203965,58009.704423811694,58009.70444521697,58009.70443098411,58009.70443728394,58009.704416226545,58009.704433872175,58009.70443540205,58009.704428106525,48.00368291489828,48.00368291489828,48.00368291489828,48.00368291489828,48.00368291489828,48.00368291489828,48.00368291489828,48.00368291489828
0.963423936034267,21557.55684935235,23109.708181654252,22074.186621446966,22534.255197454702,21022.51832047257,22268.67932934848,22396.125415134153,21862.281188327677,43850.23406750782,45082.868530869135,44261.81316585981,44625.86084008971,43419.532434872985,44422.21745680241,44516.83352234074,44094.85052612485,44833.1424826557,44938.604690313536,44868.47767750223,44899.59044154588,44795.943874352415,44882.38751690518,44890.28737009917,44854.20825765354,59508.99199117658,59510.02185369279,59509.33705267093,59509.64059122799,59508.62808640665,59509.474107141075,59509.54986415867,59509.19806185732,58015.39078779846,58015.390929765614,58015.39083536451,58015.3908771828,58015.39073758034,58015.390854363584,58015.39086468625,58015.39081623557,48.005790108851045,48.005790108851045,48.005790108851045,48.005790108851045,48.005790108851045,48.005790108851045,48.005790108851045,48.005790108851045
1.3813102118751235,14034.631282646138,15489.992833204027,14517.544109639255,14950.464519138943,13539.584778676002,14693.170677987828,14820.157381646879,14317.350045479745,35058.41653579657,36597.549717668655,35571.29018257522,36026.92133882224,34525.27613135362,35766.816447467274,35890.24286129455,35361.752700790224,41358.027824804034,41577.24912578104,41431.512348280805,41496.307871383564,41280.90071647659,41459.920988377875,41476.92143690103,41401.69227257358,59918.43939516994,59921.35254287291,59919.415831976345,59920.275641645254,59917.41188258316,59919.79853405319,59920.018534544964,59919.0211035805,58022.254564938296,58022.255167993775,58022.25476702458,58022.2549448529,58022.2543519737,58022.25484692463,58022.254891692595,58022.25468552328,48.008300489167205,48.008300489167205,48.008300489167205,48.008300489167205,48.008300489167205,48.008300489167205,48.008300489167205,48.008300489167205
1.8718870939829668,8480.272810854962,9678.257594752855,8876.341938567548,9234.20284420558,8079.082371363707,9014.544146033826,9126.162993142296,8710.126412044045,25904.74403617063,27547.522439659002,26450.83386312018,26938.501755437006,25341.54065122892,26653.586996991336,26791.92460878201,26225.861802480715,37537.89674107751,37912.250527404525,37663.45600654396,37774.35275772873,37406.5789343588,37710.96072553233,37741.14885891567,37612.21349133443,60284.00016301621,60290.4660912706,60286.169059468775,60288.08063004759,60281.72295119415,60287.00571473752,60287.5087737013,60285.28866844408,58030.401238562874,58030.40315577283,58030.40188131049,58030.40244737314,58030.4005624877,58030.40213237541,58030.402278091315,58030.40162125316,48.01124670734297,48.01124670734297,48.01124670734297,48.01124670734297,48.01124670734297,48.01124670734297,48.01124670734297,48.01124670734297
2.4298879804729907,4781.7789541436905,5663.85976592632,5072.206989803356,5336.969990289904,4491.572623979853,5168.7728043730995,5256.756594767516,4948.65352027768,17712.36865046801,19241.987162357476,18219.444032733005,18674.97064517232,17194.091987169384,18402.032500764857,18537.74057079849,18008.582192291706,33214.181636053225,33761.725646575556,33397.88101761717,33560.49006017823,33022.893136311286,33465.72555685181,33511.75602673542,33322.42856929898,60582.69732245227,60594.66152749553,60586.714528466626,60590.258170078494,60578.48938659662,60588.23668151458,60589.19760683904,60585.07656098473,58039.74584162613,58039.75072549063,58039.747480038335,58039.74892406048,58039.744121530865,58039.748111388624,58039.74849206844,58039.74681481462,48.014596747751945,48.014596747751945,48.014596747751945,48.014596747751945,48.014596747751945,48.014596747751945,48.014596747751945,48.014596747751945
3.052114769480155,2524.5408210756254,3113.315390819527,2717.511557244898,2895.18983171444,2334.6217968706555,2778.215194349639,2841.1448026482612,2634.1925730935386,11231.84558443147,12495.531718584542,11649.482127495588,12027.160226768437,10809.24393844186,11794.736231426314,11913.086471323066,11474.024253550213,28402.166424063547,29106.712591851952,28638.44619552093,28848.244397653252,28157.457620775745,28723.484309459673,28785.28669147875,28540.71136479307,60801.0112296491,60820.36093526525,60807.51508061703,60813.25763571269,60794.21579952629,60809.932479093295,60811.53812527417,60804.85060118959,58050.2214260753,58050.231951359965,58050.22495980888,58050.22807657322,58050.21772340741,58050.22630178035,58050.227143819924,58050.22351977369,48.01833099658295,48.01833099658295,48.01833099658295,48.01833099658295,48.01833099658295,48.01833099658295,48.01833099658295,48.01833099658295
3.7297698268195423,1259.2943689551973,1620.7219246067227,1377.165990088126,1486.8798991752742,1145.1886411344867,1412.001907969647,1453.3592761773634,1325.4664554045396,6656.3730032305375,7597.711315492169,6966.446020100282,7248.883576357327,6346.010111403167,7070.227596963897,7163.330288844661,6834.7476530632,23357.770790422688,24166.265055383406,23628.57738148301,23869.994773092625,23079.11193093185,23723.489840966464,23797.430303433248,23515.72381927252,60931.53773594029,60959.736227003945,60941.0245404748,60949.410278346986,60921.652852092084,60944.481890751755,60946.89787816836,60937.11911682473,58061.652269620536,58061.67212558856,58061.658941227935,58061.664830206246,58061.64529324757,58061.661437058894,58061.663067109075,58061.65621227381,48.02239623769209,48.02239623769209,48.02239623769209,48.02239623769209,48.02239623769209,48.02239623769209,48.02239623769209,48.02239623769209
4.454901949627501,598.388911734709,805.045582944732,665.4306780003681,728.5604590682598,534.6271056580499,683.9155064129848,709.1785584594599,635.5409328964678,3716.751243286314,4358.568694370682,3927.4194268197075,4120.7953770136355,3508.315056577502,3995.0463254687515,4062.03603587405,3836.9152753092053,18441.651886976142,19278.22917244344,18721.310179878958,18971.8012324515,18155.960078409196,18816.768552448943,18896.365390617986,18603.880525626362,60975.33777102709,61013.24636809594,60988.099689091396,60999.395591491724,60962.07955552735,60992.66168543664,60996.00906209583,60982.820785395794,58073.86635214488,58073.9000622782,58073.87768650008,58073.88769995747,58073.85452504049,58073.88186382406,58073.88470071958,58073.87303302561,48.0267443805125,48.0267443805125,48.0267443805125,48.0267443805125,48.0267443805125,48.0267443805125,48.0267443805125,48.0267443805125
5.218757290531456,273.31588506564856,384.74567450496016,309.2659320567284,343.53374057284594,239.75612117097998,318.4489920765882,332.9576853664824,292.96780684641203,1973.5439519757965,2379.832288754401,2106.412886441695,2229.3648887200948,1843.6675307919427,2147.1983880336525,2191.879176727769,2048.6596105112344,14003.537623312857,14792.786395743362,14266.71989687366,14503.670217978166,13736.709270364108,14354.280149427548,14432.163905165507,14155.383364010419,60938.945817819236,60986.75859666443,60955.047405239144,60969.321376968306,60922.26933561036,60960.69974040224,60965.03888259553,60948.35664029934,58086.673513161375,58086.72608518431,58086.69119876669,58086.706838450446,58086.65509867904,58086.6976239658,58086.70215180604,58086.683911567234,48.0313225833287,48.0313225833287,48.0313225833287,48.0313225833287,48.0313225833287,48.0313225833287,48.0313225833287,48.0313225833287
6.014141253604058,120.88888237273517,178.1371205862844,139.25355100598432,156.98215854223685,104.07497412018171,143.56842387358932,151.47998913087605,130.78601213926964,1004.672724324842,1246.415105297866,1083.4306778937487,1156.922729980819,928.6480376048643,1106.4853069358035,1134.4368769573211,1048.789039410017,10267.203139956537,10954.510152030887,10495.774097691525,10702.640358289413,10037.200053198514,10569.991136807823,10640.080475723998,10398.395005848164,60832.10629847048,60889.41724017559,60851.40715794727,60868.54598462944,60812.177529856155,60858.072260598914,60863.39999576937,60843.353319893366,58099.91033898677,58099.98689625355,58099.93610242443,58099.95890945062,58099.8835721631,58099.94533746877,58099.95207156061,58099.92545080684,48.03608742393378,48.03608742393378,48.03608742393378,48.03608742393378,48.03608742393378,48.03608742393378,48.03608742393378,48.03608742393378
6.83451593763681,52.127463886084264,80.40691209077062,61.14648912064571,69.96736513675528,44.03388816752651,63.080953395833724,67.21362797361981,56.91716109356846,494.0489490285849,630.7097324513605,538.4001476634991,580.1423638848366,451.78309705520803,550.7504279077367,567.3233536791366,518.6589087826147,7307.400541712691,7867.064424751414,7493.026194627498,7661.868479702071,7121.932377699915,7551.952025004795,7610.702899832242,7413.428525005669,60665.792248150654,60731.71958176778,60687.99021299429,60707.73538225303,60642.939219178406,60695.54669034638,60701.8022431388,60678.69295114608,58113.428477891146,58113.533896474335,58113.46396038174,58113.49540574918,58113.39169205584,58113.47652434611,58113.48597307535,58113.44924466728,48.0409994841825,48.0409994841825,48.0409994841825,48.0409994841825,48.0409994841825,48.0409994841825,48.0409994841825,48.0409994841825
7.674579728027291,22.03282965789517,35.5645970282649,26.32301175605318,30.575099992711124,18.261150540271675,27.156176088080514,29.239493006056477,24.277166697588992,236.17417996025773,310.2369769791458,260.11626711487406,282.84725538109495,213.65352441992343,266.44393586868983,275.8396739849083,249.33250519694386,5076.81432644356,5508.295442285731,5219.571556125945,5350.019601434706,4935.0951020132115,5263.967303421651,5310.413420431783,5157.999426909208,60450.91842836656,60524.274957852445,60475.60865298923,60497.60691388684,60425.567675972794,60483.91235233777,60490.99189583778,60465.234421191795,58127.10621248695,58127.24485339339,58127.152879224996,58127.194282109114,58127.057929850045,58127.16922330154,58127.18185611652,58127.13347042003,48.046026814795084,48.046026814795084,48.046026814795084,48.046026814795084,48.046026814795084,48.046026814795084,48.046026814795084,48.046026814795084
8.52991069035069,9.16996538981982,15.480922096689554,11.15894610423751,13.157011189016778,7.457605921186353,11.505486882469096,12.525397035163289,10.194629284375994,110.3438688366223,149.11213314107349,122.82719501167612,134.7838870139314,98.75536110527771,125.9516792194768,131.08319123801616,117.13838305002588,3461.1012366065397,3779.635739149463,3566.2593665421437,3662.7429196506237,3357.2992340335495,3598.369574463108,3633.398476969376,3520.672802129448,60197.61769750592,60277.08310783316,60224.35198945536,60248.207313918036,60170.23270565798,60233.25428116681,60241.02909519009,60213.08889996772,58140.84315322918,58141.018692035075,58140.90223635567,58140.9547114159,58140.7821396759,58140.92273056477,58140.93895466856,58140.8776020006,48.05114278845327,48.05114278845327,48.05114278845327,48.05114278845327,48.05114278845327,48.05114278845327,48.05114278845327,48.05114278845327
9.396952879326719,3.771739122495565,6.65491568273285,4.675006111525001,5.594812467887718,3.0104528868659255,4.814709771266897,5.302133099509019,4.229887759060358,50.610549229974026,70.332307221391,56.93600851587723,63.048471903036614,44.815773219337146,58.43221647971182,61.14890379592119,54.020005362486465,2325.90787392276,2553.2645620817198,2400.8252649967776,2469.8050778818947,2252.3165991796363,2423.3397741285503,2448.793861650983,2368.20644592476,59914.799830943324,59999.06869056571,59943.136995599416,59968.455738198805,59885.830554086206,59952.49854044705,59960.832778984484,59931.172804151414,58154.55978322615,58154.775147897955,58154.63226176579,58154.69669910551,58154.48506509847,58154.65719306516,58154.677341575225,58154.60197605624,48.05632600704222,48.05632600704222,48.05632600704222,48.05632600704222,48.05632600704222,48.05632600704222,48.05632600704222,48.05632600704222
