Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,accessibility
5875,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.66,0.46,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5876,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.76,0.49,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5877,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.21,0.41,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5878,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.43,0.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5879,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.51,0.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5880,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.42,0.24,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5881,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.07,0.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5882,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.05,0.22,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5883,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.75,0.13,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5884,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.27,0.7,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5885,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.3,0.25,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5886,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.4,0.59,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5887,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.97,0.52,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5888,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.78,0.56,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5889,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.27,0.49,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5890,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.64,0.51,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5891,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.43,0.53,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5892,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.2,0.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5893,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.76,0.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5894,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.13,0.65,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5895,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.42,0.43,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5896,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10,0.28,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5897,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.03,0.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5898,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.05,0.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5899,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.61,0.44,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5900,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.91,0.24,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5901,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.66,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5902,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.73,0.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5903,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.23,1.12,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5904,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.19,0.27,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5905,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.72,0.66,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5906,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.08,0.28,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5907,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.75,0.19,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5908,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.42,0.31,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5909,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,18.02,1.99,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5910,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.42,0.3,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5911,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.38,0.24,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5912,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.11,0.68,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5913,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.78,0.67,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5914,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.19,0.21,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5915,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.01,0.14,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5916,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.87,0.48,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5917,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.3,0.33,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5918,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.85,0.18,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5919,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.64,0.43,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5920,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.45,0.32,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5921,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.98,0.26,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5922,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.77,0.31,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5923,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.9,0.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5924,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.07,0.37,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5925,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.1,0.62,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5926,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.42,0.25,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5927,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.19,0.63,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5928,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.88,0.14,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5929,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.68,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5930,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.81,0.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5931,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.13,0.21,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5932,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.41,0.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5933,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.2,0.85,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5934,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.29,0.64,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5935,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.09,1.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5936,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.93,0.51,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5937,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.66,0.46,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5938,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.04,1.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5939,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.22,0.46,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5940,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.26,0.22,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5941,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.9,0.15,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5942,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.1,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5943,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.58,0.62,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5944,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.14,0.76,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5945,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.06,1.06,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5946,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.61,1.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5947,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.24,0.38,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5948,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.96,0.17,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5949,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.98,0.28,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5950,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.47,0.43,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5951,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.73,0.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5952,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.37,0.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5953,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.18,0.41,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5954,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.86,0.52,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5955,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.49,0.49,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5956,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.34,0.83,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5957,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.09,0.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5958,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.85,0.46,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5959,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.49,0.16,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5960,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.75,0.06,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5961,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.27,0.38,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5962,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.91,1.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5963,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.39,0.41,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5964,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.45,0.77,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5965,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.76,2.06,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5966,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.8,1.23,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5967,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.86,0.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5968,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.82,0.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5969,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.03,1.4,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5970,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,18.51,2.3,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5971,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.73,0.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5972,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.63,0.34,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5973,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.82,1.83,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5974,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.08,1.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5975,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.5,1.91,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5976,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.42,0.04,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5977,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.9,0.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5978,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.88,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5979,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.85,0.78,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5980,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12,0.49,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5981,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,13.67,0.77,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5982,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.75,1.2,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5983,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.02,0.4,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5984,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.07,0.15,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5985,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,6.11,0.07,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5986,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.49,0.42,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5987,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.62,0.59,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5988,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.23,0.04,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5989,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.71,0.25,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5990,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,6.11,0.07,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5991,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.54,0.04,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5992,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.54,0.12,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5993,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.25,0.1,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5994,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.76,0.06,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5995,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.33,0.04,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5996,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.63,0.12,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5997,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.59,0.12,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5998,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,4.96,0.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5999,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.79,0.06,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6000,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.02,0.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6001,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,4.9,0.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6002,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,4.97,0.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6003,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,3.99,0.01,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6004,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,4.21,0.02,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6005,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,4.69,0.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6006,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.02,0.88,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6007,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.67,1.12,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6008,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.21,0.3,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6009,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.94,1.97,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6010,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.48,0.8,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6011,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.55,1.84,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6012,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.73,1.03,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6013,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.49,1.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6014,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.48,1.27,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6015,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.3,1.5,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6016,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.48,1.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6017,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.87,1.45,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6018,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.95,1.28,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6019,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,5.19,0.05,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6020,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.52,1.04,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6021,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.98,0.52,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6022,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.33,0.5,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6023,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.99,0.54,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6024,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.88,0.38,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6025,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.77,1.54,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6026,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.58,0.34,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6027,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,16.29,1.55,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6028,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,17.03,1.6,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
6029,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,15.59,1.07,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
