Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Water_salinity,Water_temperature,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements
158,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,11.55,0.59,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
159,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,14.74,1,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
160,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,13.2,0.72,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
161,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,11.36,0.4,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
162,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,10.88,0.52,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
163,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,11.82,0.5,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
164,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,14.22,1.12,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
165,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,13.16,1.06,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
166,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,11.55,0.6,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
167,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,20.12,2.93,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
168,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,19.17,2.44,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
169,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,18.34,2.03,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
170,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.77,1.77,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
171,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,15.39,1.08,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
172,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,14.1,0.84,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
173,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.63,1.53,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
174,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.18,1.52,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
175,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,15.38,1.12,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
176,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.86,1.47,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
177,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,18.61,2.45,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
178,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,15.64,1.22,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
179,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,15.46,1.19,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
180,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,19.23,2.35,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
181,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.38,0.66,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
182,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.61,0.71,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
183,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,10.1,0.41,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
184,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,17.58,2.11,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
185,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.21,1.62,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
186,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,15.29,1.34,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
187,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,13.75,1.02,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
188,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.31,0.61,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
189,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.88,0.78,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
190,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,13.07,0.77,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
191,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,14.16,0.98,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
192,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,10.24,0.43,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
193,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,13.09,0.86,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
194,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,14.01,1.13,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
195,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.79,0.66,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
196,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,12.96,0.71,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
197,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,10.5,0.47,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
198,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,10.93,0.48,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
199,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,17.82,2.16,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
200,Phorcus sauciatus,mainland Portugal,2018,3,06/03/2018,16.48,1.64,35,15.3,Monte Clérigo,37°20.47'0.23''N,8°51.17'0.24''E,Full access,Far
201,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,20.81,3.72,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
202,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,22.22,4.93,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
203,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,21.12,3.26,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
204,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.77,1.07,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
205,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,21.21,3.38,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
206,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.86,1.86,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
207,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,18.34,2.01,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
208,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.36,1.77,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
209,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,16.27,1.18,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
210,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.1,1.03,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
211,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.42,1.08,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
212,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.27,0.86,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
213,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.21,1.08,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
214,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.74,1.4,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
215,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.07,1.43,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
216,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,16.99,1.72,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
217,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.23,0.57,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
218,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,19.91,3.71,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
219,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.75,0.8,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
220,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.75,0.97,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
221,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.2,1.14,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
222,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17,1.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
223,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,22.35,4.06,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
224,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.12,1.39,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
225,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.22,1.19,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
226,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.32,0.35,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
227,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.58,0.91,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
228,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,16.54,1.52,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
229,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.77,1,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
230,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,18.13,1.97,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
231,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.9,0.94,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
232,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.58,1.86,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
233,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.73,0.61,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
234,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.3,0.42,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
235,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.17,1.19,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
236,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.95,0.9,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
237,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.38,1.03,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
238,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.83,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
239,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.36,1.19,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
240,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.11,0.78,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
241,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.57,0.79,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
242,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.92,0.43,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
243,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.41,0.79,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
244,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.04,0.68,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
245,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.85,0.57,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
246,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.73,1.01,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
247,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.29,0.88,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
248,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.08,0.6,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
249,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.71,0.69,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
250,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,14.25,0.98,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
251,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.53,0.71,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
252,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.42,0.6,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
253,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.3,0.55,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
254,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.31,0.4,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
255,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.15,0.77,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
256,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,22.3,4.32,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
257,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,19.58,2.99,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
258,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,19.74,2.41,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
259,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.4,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
260,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,6.71,0.11,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
261,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,19.4,3.29,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
262,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.68,0.89,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
263,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.77,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
264,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.2,0.56,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
265,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.93,0.5,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
266,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,9.01,0.2,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
267,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.03,0.64,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
268,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.05,0.68,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
269,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.41,0.67,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
270,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,8.69,0.17,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
271,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.16,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
272,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.55,0.45,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
273,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,16.14,1.27,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
274,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,17.15,1.36,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
275,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.24,1.03,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
276,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,9.65,0.22,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
277,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.85,0.75,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
278,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.72,0.74,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
279,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,13.98,0.77,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
280,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,8.27,0.13,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
281,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,15.6,1.52,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
282,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.58,0.48,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
283,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,9.6,0.3,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
284,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,12.77,0.83,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
285,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.91,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
286,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.64,0.57,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
287,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,11.12,0.46,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
288,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,10.75,0.4,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
289,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,8.2,0.19,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
290,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,9.53,0.28,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
291,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,7.62,0.21,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
292,Phorcus sauciatus,mainland Portugal,2017,3,08/03/2017,5.12,0.04,35,15.6,Olhos D'água,37°5.31'0.54''N,8°11.59'0.41''E,Full access,Near
293,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.58,2.23,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
294,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,19.03,2.95,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
295,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,19.33,3.32,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
296,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.31,1.62,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
297,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,18,2.33,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
298,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.7,1.88,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
299,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.59,2.01,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
300,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,18.32,2.61,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
301,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.63,2.18,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
302,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,18.07,2.28,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
303,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,15.84,1.8,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
304,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.97,1.88,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
305,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.33,1.47,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
306,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,11.94,0.62,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
307,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,18.22,2.33,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
308,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.43,1.76,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
309,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.81,1.8,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
310,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,12.8,0.64,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
311,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,16.98,1.97,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
312,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.49,1.98,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
313,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,14.6,1.17,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
314,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.07,1.69,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
315,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,17.79,2.32,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
316,Phorcus sauciatus,mainland Portugal,2017,3,06/03/2017,18.76,2.62,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
